time(seconds),sensor id,humidity,PM_2.5A,PM_2.5B, AQIA, AQIB
1724187600,128729,53.4,1.534,1.595,1.99,8,11
1724191200,128729,54.067,2.189,2.187,2.24,12,12
1724194800,128729,55.867,3.035,3.015,2.51,16,13
1724198400,128729,61.0,3.575,3.697,2.38,20,13
1724202000,128729,66.133,4.633,4.585,2.46,25,13
1724205600,128729,68.666,7.131,7.418,3.66,40,20
1724209200,128729,70.066,6.244,6.522,3.06,35,17
1724212800,128729,70.966,4.629,4.573,2.04,25,11
1724216400,128729,70.666,4.051,4.111,1.81,22,10
1724220000,128729,70.0,3.584,3.538,1.6,20,8
1724223600,128729,70.867,3.901,3.824,1.68,21,9
1724227200,128729,71.666,3.727,3.714,1.51,20,8
1724230800,128729,72.0,3.298,3.236,1.27,18,7
1724234400,128729,72.2,3.341,3.356,1.26,18,6
1724238000,128729,70.0,3.261,3.32,1.45,18,8
1724241600,128729,64.5,3.619,3.582,2.08,20,11
1724245200,128729,57.534,3.355,3.516,2.57,18,14
1724248800,128729,53.3,2.819,2.833,2.62,15,14
1724252400,128729,47.233,2.843,2.835,3.15,15,17
1724256000,128729,41.45,2.897,2.99,3.7,16,20
1724259600,128729,43.6,3.195,3.177,3.67,17,20
1724263200,128729,44.0,3.148,3.145,3.58,17,19
1724266800,128729,43.733,3.094,2.87,3.55,16,19
1724270400,128729,45.133,3.227,3.33,3.59,18,19
1724274000,128729,46.633,3.56,3.681,3.62,20,20
1724277600,128729,48.4,3.928,4.223,3.73,22,20
1724281200,128729,54.434,4.079,4.25,3.26,23,18
1724284800,128729,56.3,4.227,4.484,3.2,24,17
1724288400,128729,59.4,5.071,5.199,3.3,28,18
1724292000,128729,61.767,4.802,5.008,2.99,27,16
1724295600,128729,65.767,4.861,5.105,2.7,27,15
1724299200,128729,67.433,4.273,4.416,2.19,23,12
1724302800,128729,68.934,4.142,4.216,2.01,23,11
1724306400,128729,70.267,3.249,3.161,1.37,17,7
1724310000,128729,70.933,2.883,2.897,1.16,16,6
1724313600,128729,71.267,2.919,2.82,1.13,16,6
1724317200,128729,71.0,2.928,2.861,1.15,16,6
1724320800,128729,71.466,2.803,2.768,1.06,15,5
1724324400,128729,68.933,2.761,2.604,1.22,15,6
1724328000,128729,62.967,2.471,2.44,1.63,13,9
1724331600,128729,56.8,1.754,1.772,1.8,10,9
1724335200,128729,50.7,0.911,0.744,1.8,4,9
1724338800,128729,45.667,0.54,0.353,2.02,2,11
1724342400,128729,45.334,0.838,0.641,2.21,3,12
1724346000,128729,44.5,1.138,0.982,2.49,6,13
1724349600,128729,46.367,1.655,1.433,2.54,8,14
1724353200,128729,45.034,2.007,1.973,2.92,11,16
1724356800,128729,46.034,2.505,2.565,3.09,13,17
1724360400,128729,46.7,3.19,3.157,3.4,17,18
1724364000,128729,48.566,3.989,4.011,3.66,22,20
1724367600,128729,54.933,4.73,5.12,3.58,27,19
1724371200,128729,58.6,5.985,6.47,3.95,34,21
1724374800,128729,63.867,7.029,7.314,4.02,40,22
1724378400,128729,67.666,7.281,7.6,3.79,41,21
1724382000,128729,69.4,7.017,7.45,3.54,40,19
1724385600,128729,70.867,7.292,7.781,3.57,41,19
1724389200,128729,71.6,6.957,7.371,3.35,40,18
1724392800,128729,71.7,6.681,7.103,3.19,38,17
1724396400,128729,71.834,6.633,7.046,3.12,37,17
1724400000,128729,72.0,6.492,6.7,3.0,36,16
1724403600,128729,72.0,7.76,8.266,3.74,44,20
1724407200,128729,71.566,7.376,7.712,3.51,41,19
1724410800,128729,70.034,7.271,7.776,3.64,41,20
1724414400,128729,66.5,8.113,8.46,4.37,46,24
1724418000,128729,54.3,7.805,8.177,5.26,44,29
1724421600,128729,48.133,8.184,8.274,5.9,45,32
1724425200,128729,43.2,8.396,8.562,6.48,47,36
1724428800,128729,35.6,7.983,8.284,6.93,44,38
1724432400,128729,35.367,8.444,8.556,7.16,47,39
1724436000,128729,34.266,8.704,9.088,7.46,49,41
1724439600,128729,35.367,8.502,8.822,7.26,48,40
1724443200,128729,39.434,8.509,9.091,6.96,48,38
1724446800,128729,41.834,8.604,9.035,6.76,48,37
1724450400,128729,43.733,9.081,9.683,6.91,50,46
1724454000,128729,49.633,10.956,11.681,7.39,54,46
1724457600,128729,55.3,13.709,15.015,8.53,60,49
1724461200,128729,62.5,15.387,16.806,8.8,63,49
1724464800,128729,67.367,14.98,16.429,8.17,62,48
1724468400,128729,69.434,14.642,15.963,7.78,61,47
1724472000,128729,70.6,14.178,15.034,7.31,60,46
1724475600,128729,71.0,13.264,14.101,6.81,58,45
1724479200,128729,71.867,13.837,14.883,7.1,60,46
1724482800,128729,72.2,14.195,15.187,7.23,60,46
1724486400,128729,72.067,11.876,12.895,6.04,56,44
1724490000,128729,71.9,14.609,16.056,7.57,61,47
1724493600,128729,71.867,13.742,15.077,7.1,60,46
1724497200,128729,69.934,11.616,12.509,6.06,55,44
1724500800,128729,67.0,12.656,13.453,6.84,57,45
1724504400,128729,60.7,12.147,12.913,7.07,56,46
1724508000,128729,48.367,9.558,9.918,6.66,51,45
1724511600,128729,38.166,9.394,9.826,7.49,51,47
1724515200,128729,33.2,9.584,9.987,8.02,51,48
1724518800,128729,35.433,10.468,11.277,8.41,53,48
1724522400,128729,38.567,9.755,10.447,7.72,52,47
1724526000,128729,38.867,9.48,9.777,7.43,51,47
1724529600,128729,39.833,9.464,9.969,7.4,51,46
1724533200,128729,41.633,11.591,12.356,8.45,55,48
1724536800,128729,45.367,14.255,14.944,9.49,60,50
1724540400,128729,52.533,16.822,18.421,10.44,66,52
1724544000,128729,57.7,22.609,24.709,13.2,77,57
1724547600,128729,63.133,28.297,30.386,15.66,88,62
1724551200,128729,67.4,25.77,27.85,13.98,83,59
1724554800,128729,69.8,25.029,27.3,13.46,82,58
1724558400,128729,70.9,27.259,29.1,14.42,86,60
1724562000,128729,71.034,24.974,27.023,13.25,82,58
1724565600,128729,71.233,22.896,24.988,12.13,78,55
1724569200,128729,71.066,20.992,23.481,11.26,75,54
1724572800,128729,71.334,19.948,22.494,10.71,73,53
1724576400,128729,71.8,20.272,22.71,10.83,73,53
1724580000,128729,71.6,19.775,22.013,10.53,72,52
1724583600,128729,70.0,20.566,22.303,10.93,73,53
1724587200,128729,67.2,19.193,21.197,10.54,71,52
1724590800,128729,61.7,18.06,19.159,10.18,68,52
1724594400,128729,53.034,18.053,19.02,10.87,67,53
1724598000,128729,44.666,18.93,20.246,12.17,70,56
1724601600,128729,42.733,19.17,20.268,12.39,70,56
1724605200,128729,46.733,20.197,21.581,12.67,72,56
1724608800,128729,45.233,19.864,21.377,12.65,71,56
1724612400,128729,46.033,18.751,20.038,11.95,69,55
1724616000,128729,43.567,16.703,18.103,11.11,65,54
1724619600,128729,43.266,16.149,17.771,10.93,65,53
1724623200,128729,48.333,20.204,22.01,12.64,72,56
1724626800,128729,54.733,19.915,21.644,11.93,72,55
1724630400,128729,58.0,16.76,18.453,9.97,66,51
1724634000,128729,61.533,17.614,19.425,10.14,67,52
1724637600,128729,65.5,18.965,20.831,10.53,70,52
1724641200,128729,68.7,19.77,22.014,10.78,72,53
1724644800,128729,70.867,20.431,22.034,10.75,73,53
1724648400,128729,71.867,20.665,22.879,10.98,74,53
1724652000,128729,72.233,20.194,22.026,10.58,72,52
1724655600,128729,72.867,20.761,22.828,10.89,74,53
1724659200,128729,73.034,20.682,22.928,10.88,74,53
1724662800,128729,73.5,21.398,22.968,11.05,75,53
1724666400,128729,74.433,22.283,24.407,11.54,77,54
1724670000,128729,74.534,22.603,24.87,11.74,77,55
1724673600,128729,72.3,23.604,25.178,12.3,79,56
1724677200,128729,64.7,24.624,26.67,13.59,81,58
1724680800,128729,57.466,22.31,23.818,12.9,76,57
1724684400,128729,49.2,21.793,22.51,13.14,75,57
1724688000,128729,46.867,21.263,22.762,13.24,74,58
1724691600,128729,46.433,20.596,21.806,12.86,73,57
1724695200,128729,49.9,20.206,21.617,12.4,72,56
1724698800,128729,62.966,22.07,23.852,12.37,76,56
1724702400,128729,65.1,18.309,19.774,10.09,68,52
1724706000,128729,70.167,15.277,16.41,7.98,62,48
1724709600,128729,78.8,14.918,16.497,7.18,62,46
1724713200,128729,78.934,14.537,15.533,6.81,61,45
1724716800,128729,78.267,14.003,15.027,6.6,60,45
1724720400,128729,78.1,14.143,15.114,6.67,60,45
1724724000,128729,77.733,14.284,15.432,6.86,61,45
1724727600,128729,77.834,14.226,15.48,6.85,61,45
1724731200,128729,78.034,12.878,13.68,5.99,58,44
1724734800,128729,77.466,11.82,12.488,5.47,56,43
1724738400,128729,76.434,11.058,11.669,5.13,54,42
1724742000,128729,76.9,11.2,11.686,5.09,54,42
1724745600,128729,76.1,10.979,11.472,5.06,54,42
1724749200,128729,76.2,10.578,11.265,4.89,53,42
1724752800,128729,76.534,11.384,12.392,5.39,55,43
1724756400,128729,76.767,11.463,11.818,5.21,54,42
1724760000,128729,75.8,12.66,13.37,6.03,57,44
1724763600,128729,74.233,14.665,15.915,7.37,61,46
1724767200,128729,64.334,15.695,16.737,8.69,63,49
1724770800,128729,53.034,16.808,18.01,10.3,65,52
1724774400,128729,45.367,17.605,18.401,11.27,67,54
1724778000,128729,46.834,18.401,19.425,11.62,68,54
1724781600,128729,45.967,19.352,20.208,12.16,70,55
1724785200,128729,46.067,19.215,20.768,12.26,70,56
1724788800,128729,43.5,19.551,20.587,12.53,71,56
1724792400,128729,44.7,19.583,21.209,12.59,71,56
1724796000,128729,46.367,17.867,19.645,11.6,68,54
1724799600,128729,52.933,20.41,22.285,12.35,73,56
1724803200,128729,60.466,21.591,22.919,12.22,75,56
1724806800,128729,64.867,22.372,24.184,12.37,77,56
1724810400,128729,67.166,21.711,23.167,11.7,75,55
1724814000,128729,68.934,20.501,22.399,11.07,73,53
1724817600,128729,68.966,21.282,22.447,11.28,74,54
1724821200,128729,67.1,19.63,20.922,10.6,71,53
1724824800,128729,66.534,18.922,20.442,10.34,70,52
1724828400,128729,65.767,18.782,20.284,10.3,69,52
1724832000,128729,66.6,18.643,20.218,10.17,69,52
1724835600,128729,68.0,18.956,20.583,10.26,70,52
1724839200,128729,69.733,19.256,20.956,10.27,71,52
1724842800,128729,69.0,20.209,21.58,10.75,72,53
1724846400,128729,65.1,20.778,22.267,11.4,73,54
1724850000,128729,61.966,21.83,23.336,12.25,75,56
1724853600,128729,57.6,23.276,24.586,13.31,78,58
1724857200,128729,51.466,22.578,23.712,13.42,76,58
1724860800,128729,47.067,20.602,21.517,12.75,72,57
1724864400,128729,49.567,18.565,19.575,11.49,69,54
1724868000,128729,51.6,15.77,16.352,9.74,63,51
1724871600,128729,53.433,15.69,16.47,9.58,63,51
1724875200,128729,52.633,11.205,11.591,7.19,54,46
1724878800,128729,52.6,9.604,10.384,6.46,51,45
1724882400,128729,50.766,6.623,6.8,4.88,37,27
1724886000,128729,52.267,4.649,4.688,3.71,26,20
1724889600,128729,56.166,3.774,3.675,2.85,20,15
1724893200,128729,57.367,3.615,3.729,2.74,20,15
1724896800,128729,54.0,3.764,3.679,3.03,20,16
1724900400,128729,52.367,4.224,4.439,3.49,23,19
1724904000,128729,52.6,4.979,5.05,3.84,27,21
1724907600,128729,52.4,5.166,5.21,3.96,28,21
1724911200,128729,51.7,4.409,4.493,3.65,25,20
1724914800,128729,49.133,3.548,3.474,3.35,19,18
1724918400,128729,49.867,3.333,3.179,3.18,18,17
1724922000,128729,51.7,2.95,2.889,2.81,16,15
1724925600,128729,53.6,3.425,3.452,2.91,18,16
1724929200,128729,55.666,4.018,4.035,3.05,22,16
1724932800,128729,56.034,3.159,3.083,2.54,17,14
1724936400,128729,54.1,3.131,3.122,2.71,17,15
1724940000,128729,52.834,3.271,3.091,2.87,17,15
1724943600,128729,47.766,2.734,2.665,3.05,15,16
1724947200,128729,43.466,2.962,2.82,3.52,16,19
1724950800,128729,44.867,3.468,3.317,3.66,18,20
1724954400,128729,44.267,3.167,3.105,3.56,17,19
1724958000,128729,43.233,3.204,3.17,3.7,17,20
1724961600,128729,43.167,3.638,3.597,3.92,20,21
1724965200,128729,43.767,3.463,3.585,3.81,19,21
1724968800,128729,46.633,2.798,2.75,3.2,15,17
1724972400,128729,49.267,2.932,2.72,2.97,15,16
1724976000,128729,51.3,3.189,3.162,3.0,17,16
1724979600,128729,53.834,2.586,2.652,2.47,14,13
1724983200,128729,58.3,3.452,3.42,2.51,18,13
1724986800,128729,63.834,2.872,2.76,1.71,15,9
1724990400,128729,66.267,2.687,2.595,1.4,14,7
1724994000,128729,67.5,2.573,2.547,1.29,14,7
1724997600,128729,69.0,2.748,2.679,1.22,15,6
1725001200,128729,69.034,2.782,2.857,1.27,15,7
1725004800,128729,69.933,2.879,2.829,1.24,16,6
1725008400,128729,70.8,2.91,2.795,1.17,16,6
1725012000,128729,70.2,2.755,2.709,1.11,15,6
1725015600,128729,68.9,3.486,3.155,1.54,18,8
1725019200,128729,66.2,3.205,3.08,1.67,17,9
1725022800,128729,59.133,1.853,1.801,1.6,10,8
1725026400,128729,52.367,1.291,1.147,1.86,6,10
1725030000,128729,46.059,1.339,1.455,2.51,7,13
1725033600,128729,39.233,1.281,1.232,3.05,7,16
1725037200,128729,41.3,0.732,0.56,2.5,3,13
1725040800,128729,41.933,0.606,0.415,2.4,2,13
1725044400,128729,41.267,0.492,0.41,2.45,2,13
1725048000,128729,42.666,0.669,0.569,2.39,3,13
1725051600,128729,43.867,0.689,0.458,2.28,3,12
1725055200,128729,45.6,0.831,0.702,2.24,4,12
1725058800,128729,50.066,1.341,1.211,2.12,7,11
1725062400,128729,54.233,1.7,1.648,1.97,9,10
1725066000,128729,59.617,2.219,2.248,1.76,12,9
1725069600,128729,64.567,2.97,2.92,1.7,16,9
1725073200,128729,67.6,3.02,3.064,1.49,16,8
1725076800,128729,69.966,3.338,3.141,1.4,17,7
1725080400,128729,70.7,3.209,3.17,1.33,17,7
1725084000,128729,71.067,3.673,3.624,1.51,20,8
1725087600,128729,72.034,3.534,3.524,1.37,19,7
1725091200,128729,72.0,3.83,3.8,1.53,21,8
1725094800,128729,72.7,4.563,4.62,1.89,25,10
1725098400,128729,73.1,4.929,4.999,2.07,27,11
1725102000,128729,72.733,5.772,5.8,2.52,32,13
1725105600,128729,72.3,5.8,6.105,2.66,33,14
1725109200,128729,69.867,5.034,5.194,2.4,28,13
1725112800,128729,64.466,4.654,4.665,2.66,26,14
1725116400,128729,54.4,2.532,2.542,2.37,13,13
1725120000,128729,48.433,3.204,3.295,3.25,17,18
1725123600,128729,50.0,3.099,3.185,3.06,17,17
1725127200,128729,50.4,3.058,3.114,3.03,17,16
1725130800,128729,50.133,2.971,3.046,3.0,16,16
1725134400,128729,52.367,2.869,2.933,2.76,16,15
1725138000,128729,55.867,2.99,2.975,2.51,16,13
1725141600,128729,55.666,3.822,3.689,2.94,21,16
1725145200,128729,60.034,4.992,5.172,3.25,28,18
1725148800,128729,65.166,6.05,6.339,3.38,34,18
1725152400,128729,68.666,5.094,5.114,2.5,28,13
1725156000,128729,71.633,5.825,5.953,2.67,32,14
1725159600,128729,74.0,5.721,5.969,2.41,32,13
1725163200,128729,73.966,6.087,6.44,2.68,35,14
1725166800,128729,73.034,5.839,6.138,2.6,33,14
1725170400,128729,73.0,5.053,5.142,2.13,28,11
1725174000,128729,72.133,4.671,4.751,1.99,26,11
1725177600,128729,71.8,4.311,4.254,1.81,23,10
1725181200,128729,72.3,4.448,4.591,1.88,25,10
1725184800,128729,73.566,5.619,5.986,2.45,32,13
1725188400,128729,73.267,6.512,6.816,2.95,37,16
1725192000,128729,71.3,7.886,8.299,3.85,44,21
1725195600,128729,69.034,9.043,9.552,4.67,50,41
1725199200,128729,65.533,10.889,11.677,6.02,54,44
1725202800,128729,58.966,11.669,12.247,6.96,55,46
1725206400,128729,58.0,10.93,11.529,6.62,54,45
1725210000,128729,59.733,10.157,10.59,6.05,52,44
1725213600,128729,60.567,11.313,11.646,6.56,54,45
1725217200,128729,64.8,12.7,13.323,6.98,57,46
1725220800,128729,67.6,11.803,12.453,6.26,55,44
1725224400,128729,67.9,13.667,14.284,7.23,59,46
1725228000,128729,68.0,12.465,13.373,6.65,57,45
1725231600,128729,70.767,12.974,13.59,6.62,58,45
1725235200,128729,72.367,14.867,16.026,7.58,62,47
1725238800,128729,73.434,15.966,17.195,8.12,64,48
1725242400,128729,74.4,15.811,17.202,7.98,64,48
1725246000,128729,75.034,15.654,16.925,7.82,63,47
1725249600,128729,76.466,15.936,17.426,7.91,64,47
1725253200,128729,77.534,15.839,16.95,7.66,64,47
1725256800,128729,74.967,12.442,13.479,6.1,57,44
1725260400,128729,71.767,9.45,10.349,4.75,51,41
1725264000,128729,70.667,8.387,8.825,4.16,47,23
1725267600,128729,72.534,8.991,9.544,4.37,50,41
1725271200,128729,73.367,8.684,9.293,4.14,50,23
1725274800,128729,66.266,7.586,8.027,4.13,43,22
1725278400,128729,52.3,4.716,4.941,3.76,26,20
1725282000,128729,43.434,3.037,2.968,3.58,16,19
1725285600,128729,39.567,2.7,2.538,3.7,14,20
1725289200,128729,32.733,2.675,2.591,4.29,14,23
1725292800,128729,30.466,3.186,3.251,4.8,17,26
1725296400,128729,31.434,4.179,4.056,5.19,22,28
1725300000,128729,30.267,3.926,3.966,5.18,21,28
1725303600,128729,31.434,3.415,3.273,4.77,18,26
1725307200,128729,32.933,3.327,3.255,4.64,18,25
1725310800,128729,34.967,3.431,3.409,4.52,18,25
1725314400,128729,37.867,3.465,3.698,4.37,20,24
1725318000,128729,42.6,4.027,4.335,4.28,23,23
1725321600,128729,45.133,3.445,3.768,3.75,20,20
1725325200,128729,46.066,2.932,3.067,3.35,16,18
1725328800,128729,46.034,2.276,2.334,2.99,12,16
1725332400,128729,46.334,1.445,1.31,2.49,7,13
1725336000,128729,47.167,1.145,1.003,2.26,6,12
1725339600,128729,46.2,1.365,1.258,2.45,7,13
1725343200,128729,51.633,1.43,1.402,2.03,7,11
1725346800,128729,56.367,1.597,1.499,1.68,8,9
1725350400,128729,60.534,2.303,2.321,1.74,12,9
1725354000,128729,63.767,2.389,2.368,1.51,13,8
1725357600,128729,65.233,2.091,2.138,1.23,11,6
1725361200,128729,64.133,2.364,2.341,1.48,13,8
1725364800,128729,57.566,2.364,2.395,2.05,13,11
1725368400,128729,44.766,3.127,3.161,3.52,17,19
1725372000,128729,34.367,3.348,3.394,4.57,18,25
1725375600,128729,29.334,3.005,3.021,4.79,16,26
1725379200,128729,25.9,2.661,2.692,4.93,15,27
1726765200,128729,60.433,4.043,3.958,2.64,22,14
1726768800,128729,63.466,3.733,3.486,2.17,20,12
1726772400,128729,65.4,2.185,2.065,1.21,11,6
1726776000,128729,62.061,1.964,1.867,1.4,10,7
1726779600,128729,62.136,2.442,2.186,1.6,12,8
1726783200,128729,64.3,2.852,2.545,1.62,15,9
1726786800,128729,65.233,2.115,2.016,1.23,11,6
1726790400,128729,65.633,1.909,1.74,1.04,10,5
1726794000,128729,66.833,1.819,1.65,0.88,9,4
1726797600,128729,68.167,1.7,1.52,0.71,8,3
1726801200,128729,75.3,1.542,1.536,0.05,8,0
1726804800,128729,79.433,1.958,1.95,-0.05,11,0
1726808400,128729,80.033,2.72,2.675,0.27,15,1
1726812000,128729,79.367,2.701,2.69,0.32,15,1
1726815600,128729,77.8,2.389,2.263,0.25,12,1
1726819200,128729,77.267,2.404,2.184,0.29,12,1
1726822800,128729,77.034,2.386,2.176,0.31,12,1
1726826400,128729,79.333,2.395,2.324,0.17,13,0
1726830000,128729,79.633,5.981,6.063,2.03,33,11
1726833600,128729,76.9,11.287,11.488,5.09,54,42
1726837200,128729,77.733,8.933,9.042,3.77,50,20
1726840800,128729,75.7,10.117,10.07,4.52,52,41
1726844400,128729,74.7,10.604,10.681,4.87,53,42
1726848000,128729,70.633,8.899,9.212,4.43,50,41
1726851600,128729,72.1,6.957,6.903,3.15,38,17
1726855200,128729,72.4,7.685,7.72,3.54,42,19
1726858800,128729,70.534,7.802,8.812,4.02,46,22
1726862400,128729,71.466,10.29,10.268,4.99,52,42
1726866000,128729,75.666,23.413,24.349,11.75,78,55
1726869600,128729,72.5,9.757,9.981,4.69,51,41
1726873200,128729,70.767,8.098,8.258,3.95,45,21
1726876800,128729,72.5,5.6,5.58,2.43,31,13
1726880400,128729,68.834,4.335,4.255,2.07,23,11
1726884000,128729,69.834,4.87,4.678,2.25,26,12
1726887600,128729,71.034,5.146,5.194,2.35,28,13
1726891200,128729,71.5,4.507,4.409,1.94,25,10
1726894800,128729,71.567,4.44,4.45,1.89,24,10
1726898400,128729,73.4,4.903,4.69,1.94,26,10
1726902000,128729,73.333,4.475,4.15,1.68,23,9
1726905600,128729,79.333,3.397,3.482,0.69,18,3
1726909200,128729,81.166,2.915,2.805,0.27,16,1
1726912800,128729,82.233,3.45,3.312,0.44,18,2
1726916400,128729,82.0,4.055,3.949,0.78,22,4
1726920000,128729,80.934,4.794,4.703,1.24,26,6
1726923600,128729,78.834,4.457,4.45,1.31,25,7
1726927200,128729,76.9,4.283,4.228,1.37,23,7
1726930800,128729,78.567,4.242,4.193,1.18,23,6
1726934400,128729,81.567,3.944,3.931,0.76,21,4
1726938000,128729,84.233,3.048,2.883,0.06,16,0
1726941600,128729,84.367,2.027,1.812,-0.53,10,-2
1726945200,128729,84.8,1.314,1.22,-0.88,7,-4
1726948800,128729,85.3,1.824,1.648,-0.71,9,-3
1726952400,128729,85.8,1.614,1.519,-0.81,8,-4
1726956000,128729,85.434,2.26,2.105,-0.46,12,-2
1726959600,128729,84.9,3.358,3.292,0.16,18,0
1726963200,128729,83.966,2.881,2.656,-0.02,15,0
1726966800,128729,82.166,2.76,2.479,0.03,14,0
1726970400,128729,81.666,3.503,3.334,0.49,18,2
1726974000,128729,81.567,2.81,2.798,0.19,15,1
1726977600,128729,82.0,3.088,2.986,0.25,16,1
1726981200,128729,82.0,3.293,3.236,0.41,18,2
1726984800,128729,81.867,3.38,3.265,0.42,18,2
1726988400,128729,82.0,3.513,3.594,0.57,20,3
1726992000,128729,82.0,3.689,3.676,0.62,20,3
1726995600,128729,81.167,3.569,3.456,0.59,19,3
1726999200,128729,80.133,3.3,3.3,0.57,18,3
1727002800,128729,79.533,3.279,3.419,0.62,18,3
1727006400,128729,79.066,4.029,4.042,1.03,22,5
1727010000,128729,78.466,4.645,4.643,1.4,25,7
1727013600,128729,75.733,5.033,5.186,1.89,28,10
1727017200,128729,67.967,3.8,3.694,1.83,20,10
1727020800,128729,64.867,3.61,3.612,2.04,20,11
1727024400,128729,59.6,3.582,3.492,2.45,19,13
1727028000,128729,55.4,2.715,2.463,2.34,14,12
1727031600,128729,51.8,2.774,2.523,2.65,14,14
1727035200,128729,50.533,1.907,1.722,2.34,10,12
1727038800,128729,52.9,1.526,1.232,1.92,7,10
1727042400,128729,54.633,1.573,1.304,1.77,7,9
1727046000,128729,59.666,1.976,1.782,1.6,10,8
1727049600,128729,64.133,2.295,2.151,1.37,12,7
1727053200,128729,65.367,2.346,1.973,1.27,12,7
1727056800,128729,67.0,2.245,2.139,1.13,12,6
1727060400,128729,67.1,2.112,1.944,1.01,11,5
1727064000,128729,67.666,2.135,2.144,1.02,11,5
1727067600,128729,68.567,2.228,1.97,0.94,11,5
1727071200,128729,69.133,2.053,1.986,0.84,11,4
1727074800,128729,71.133,2.163,1.967,0.72,11,3
1727078400,128729,72.0,2.14,1.962,0.64,11,3
1727082000,128729,72.3,2.32,2.22,0.72,12,4
1727085600,128729,72.967,2.409,2.35,0.72,13,3
1727089200,128729,74.767,2.542,2.538,0.62,13,3
1727092800,128729,75.233,3.085,2.989,0.84,16,4
1727096400,128729,73.9,2.899,2.808,0.9,16,4
1727100000,128729,69.367,2.661,2.5,1.13,14,6
1727103600,128729,62.834,2.895,2.659,1.8,15,10
1727107200,128729,54.533,1.763,1.609,1.94,9,10
1727110800,128729,55.333,2.442,2.208,2.19,12,12
1727114400,128729,53.2,2.396,2.409,2.42,13,13
1727118000,128729,52.966,2.138,1.96,2.23,11,12
1727121600,128729,54.967,1.951,1.859,2.01,10,11
1727125200,128729,57.2,2.095,1.947,1.87,11,10
1727128800,128729,59.8,2.037,1.976,1.64,11,9
1727132400,128729,62.267,2.079,2.095,1.48,11,8
1727136000,128729,63.933,2.582,2.622,1.6,14,8
1727139600,128729,64.7,3.611,3.739,2.11,20,11
1727143200,128729,66.334,2.709,2.749,1.45,15,8
1727146800,128729,67.133,2.477,2.47,1.27,13,7
1727150400,128729,68.333,2.319,2.248,1.06,12,5
1727154000,128729,69.233,2.232,2.087,0.93,12,5
1727157600,128729,70.8,2.33,2.381,0.9,13,5
1727161200,128729,72.0,2.591,2.449,0.85,13,4
1727164800,128729,72.2,2.583,2.442,0.84,13,4
1727168400,128729,72.633,2.503,2.417,0.8,13,4
1727172000,128729,73.166,3.142,3.305,1.12,17,6
1727175600,128729,74.633,4.833,5.395,1.99,28,11
1727179200,128729,76.0,5.059,5.272,1.92,28,10
1727182800,128729,72.966,3.916,3.907,1.5,21,8
1727186400,128729,64.767,2.555,2.491,1.48,13,8
1727190000,128729,65.1,3.338,3.367,1.92,18,10
1727193600,128729,64.834,3.088,3.058,1.79,17,9
1727197200,128729,59.633,2.752,2.73,2.02,15,11
1727200800,128729,56.233,2.503,2.474,2.21,13,12
1727204400,128729,56.933,2.506,2.501,2.15,13,11
1727208000,128729,58.2,2.431,2.412,1.99,13,11
1727211600,128729,62.267,2.716,2.718,1.8,15,9
1727215200,128729,64.533,2.726,2.898,1.65,15,9
1727218800,128729,64.5,2.926,3.046,1.76,16,9
1727222400,128729,65.867,3.426,3.409,1.85,18,10
1727226000,128729,65.0,3.596,3.623,2.03,20,11
1727229600,128729,65.5,3.404,3.42,1.89,18,10
1727233200,128729,67.434,3.676,3.639,1.88,20,10
1727236800,128729,68.166,3.768,3.913,1.87,21,10
1727240400,128729,69.7,4.012,4.298,1.94,23,10
1727244000,128729,70.0,3.851,4.109,1.81,22,10
1727247600,128729,70.733,3.641,3.91,1.64,21,9
1727251200,128729,71.0,3.796,4.031,1.67,21,9
1727254800,128729,71.6,3.982,4.382,1.78,23,9
1727258400,128729,72.1,4.308,4.558,1.84,24,10
1727262000,128729,72.3,4.655,4.992,2.03,26,11
1727265600,128729,69.6,3.939,3.833,1.79,21,9
1727269200,128729,62.067,2.325,2.194,1.61,12,8
1727272800,128729,55.267,1.767,1.577,1.88,9,10
1727276400,128729,52.567,1.569,1.364,2.0,8,11
1727280000,128729,51.966,1.593,1.571,2.11,8,11
1727283600,128729,54.167,2.031,1.994,2.13,11,11
1727287200,128729,54.6,2.244,2.37,2.25,12,12
1727290800,128729,54.967,2.344,2.317,2.22,12,12
1727294400,128729,55.933,1.987,1.941,1.98,11,10
1727298000,128729,57.166,2.135,2.031,1.92,11,10
1727301600,128729,59.666,2.291,2.108,1.76,12,9
1727305200,128729,61.767,2.361,2.205,1.63,12,9
1727308800,128729,63.233,2.147,1.95,1.35,11,7
1727312400,128729,64.934,1.57,1.415,0.94,8,5
1727316000,128729,65.8,1.189,1.176,0.71,6,3
1727319600,128729,66.767,1.04,1.038,0.52,5,2
1727323200,128729,67.733,1.024,0.862,0.38,5,2
1727326800,128729,69.067,1.175,1.078,0.37,6,2
1727330400,128729,70.733,1.295,1.215,0.33,7,1
1727334000,128729,71.8,1.331,1.086,0.19,6,1
1727337600,128729,73.0,1.644,1.53,0.3,8,1
1727341200,128729,73.666,1.182,1.042,-0.02,6,0
1727344800,128729,73.8,1.149,1.032,-0.04,6,0
1727348400,128729,73.867,1.891,1.616,0.33,10,1
1727352000,128729,73.467,2.282,2.224,0.62,12,3
1727355600,128729,72.867,3.084,2.97,1.04,16,5
1727359200,128729,73.466,3.495,3.511,1.25,19,6
